label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
-1,1.0,1.0,11.0,11.0,11.0,11.0,9.0,8.0,25.106994,7.530863,3.331612,0.420954,0.081309,0.058666,0.0,0.0,0.481566,0.10704,1.0
-1,1.0,1.0,6.0,6.0,6.0,6.0,2.0,1.0,20.679649,9.497786,1.22366,0.150382,0.0,0.0,0.0,0.0,0.576318,0.071071,1.0
-1,1.0,1.0,37.0,36.0,35.0,34.0,32.0,23.0,14.909042,6.025305,0.471824,0.056497,0.0,0.0,0.0,0.0,0.502927,0.116047,0.0
-1,1.0,1.0,15.0,14.0,12.0,10.0,9.0,8.0,152.214876,38.938289,21.050379,3.410646,0.0,0.0,0.0,0.0,0.510366,0.175243,0.0
-1,1.0,1.0,43.0,42.0,41.0,39.0,37.0,32.0,16.355849,7.128051,1.585209,0.540727,0.264972,0.181783,0.14327,0.101675,0.502896,0.127864,0.0
-1,1.0,1.0,33.0,33.0,33.0,32.0,30.0,24.0,23.087891,10.650887,1.509093,0.140808,0.013775,0.0,0.0,0.0,0.492785,0.122442,0.0
1,1.0,1.0,67.0,66.0,63.0,62.0,55.0,44.0,16.189792,7.668931,0.294304,0.266422,0.020137,0.0,0.0,0.0,0.49111,0.133211,0.0
1,1.0,1.0,18.0,14.0,13.0,11.0,10.0,5.0,63.270612,6.394202,1.538439,0.124298,0.008151,0.0,0.0,0.0,0.572817,0.090676,0.0
1,1.0,1.0,76.0,73.0,71.0,68.0,63.0,51.0,39.947551,18.662912,6.914089,2.175708,0.419601,0.107231,0.023311,0.006216,0.5458,0.099461,0.0
1,1.0,1.0,17.0,15.0,14.0,13.0,10.0,5.0,55.232156,3.34728,1.10389,0.012209,0.0,0.0,0.0,0.0,0.492356,0.11802,0.0
-1,1.0,1.0,73.0,71.0,70.0,69.0,65.0,51.0,39.332345,9.967807,3.261342,0.470356,0.0,0.0,0.0,0.0,0.518934,0.080988,0.0
1,1.0,1.0,48.0,45.0,41.0,39.0,36.0,26.0,59.436927,18.802328,8.479512,1.287069,0.094251,0.001545,0.001545,0.0,0.489043,0.103522,0.0
1,1.0,1.0,48.0,46.0,46.0,44.0,43.0,30.0,13.613731,4.473371,0.429059,0.0,0.0,0.0,0.0,0.0,0.55301,0.100682,0.0
-1,1.0,1.0,34.0,34.0,31.0,30.0,30.0,22.0,72.223315,24.950489,13.005188,2.564989,0.052378,0.0,0.0,0.0,0.528843,0.092432,0.0
1,1.0,1.0,40.0,36.0,30.0,26.0,20.0,13.0,28.421534,11.601307,2.904117,1.044188,0.341661,0.171841,0.078845,0.007076,0.472958,0.095018,1.0
